,Model,2019_04,2019_03,2019_02,2019_01,2018_12,2018_11,2018_10,2018_09,2018_08,2018_07,2018_06,2018_05,2018_04,2018_03,2018_02,2018_01,2017_12,2017_11,2017_10,2017_09,2017_08,2017_07,2017_06,2017_05,2017_04,2017_03,2017_02,2017_01,2016_12,2016_11,2016_10,2016_09,2016_08,2016_07,2016_06,2016_05,2016_04,2016_03,2016_02,2016_01,2015_12,2015_11,2015_10,2015_09,2015_08,2015_07,2015_06,2015_05,2015_04,2015_03,2015_02,2015_01,2014_12,2014_11,2014_10,2014_09,2014_08,2014_07,2014_06,2014_05,2014_04,2014_03,2014_02,2014_01,2013_12,2013_11,2013_10,2013_09,2013_08,2013_07,2013_06,2013_05,2013_04,2013_03,2013_02_YTD,2013_01,2012_12,2012_11,2012_10,2012_09,2012_08,2012_07,2012_06,2012_05,2012_04,2012_03,2012_02_YTD,2012_01,2011_12_error,2011_11,2011_10,2011_09,2011_08,2011_07,2011_06,2011_05,2011_04,2011_03,2011_02,2011_01
871.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
872.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
873.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
874.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
875.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
876.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
877.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
878.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
879.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
880.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
881.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
882.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
883.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
884.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
885.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
886.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
887.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
888.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
889.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
890.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
891.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
892.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
893.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
894.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
895.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
896.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
897.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
898.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
899.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
900.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
901.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
902.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
903.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
904.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
905.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
906.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
907.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
908.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
909.0,Cadillac Escalade,,2423,2153,2243,3232,3108,3232,3136,3387,3010,3218,,,3263,2607,1403,2881,2218,2079,2108,1803,1748,2167,,,2862,2446,2197,5472,3492,3441,3750,3037,2883,2960,2943,3007,3238,2867,2002,4659,2981,3151,2809,3080,2932,2512,2661,3237,2758,2377,2766,3740,3237,2143,3518,3535,3894,10455,-4975,1327,1259,1279,1110.0,2311.0,1846.0,1814.0,1754.0,2151,1975,10663.0,-6847.0,1737.0,1944,3166,,2554,1809,1832,1696,2189,1997,1964,1722,1592,1802,3475,,,2247.0,2309.0,2414.0,1934.0,1690.0,1676.0,1786.0,1733.0,1982.0,2202.0,2259.0
