,Model,2019_04,2019_03,2019_02,2019_01,2018_12,2018_11,2018_10,2018_09,2018_08,2018_07,2018_06,2018_05,2018_04,2018_03,2018_02,2018_01,2017_12,2017_11,2017_10,2017_09,2017_08,2017_07,2017_06,2017_05,2017_04,2017_03,2017_02,2017_01,2016_12,2016_11,2016_10,2016_09,2016_08,2016_07,2016_06,2016_05,2016_04,2016_03,2016_02,2016_01,2015_12,2015_11,2015_10,2015_09,2015_08,2015_07,2015_06,2015_05,2015_04,2015_03,2015_02,2015_01,2014_12,2014_11,2014_10,2014_09,2014_08,2014_07,2014_06,2014_05,2014_04,2014_03,2014_02,2014_01,2013_12,2013_11,2013_10,2013_09,2013_08,2013_07,2013_06,2013_05,2013_04,2013_03,2013_02_YTD,2013_01,2012_12,2012_11,2012_10,2012_09,2012_08,2012_07,2012_06,2012_05,2012_04,2012_03,2012_02_YTD,2012_01,2011_12_error,2011_11,2011_10,2011_09,2011_08,2011_07,2011_06,2011_05,2011_04,2011_03,2011_02,2011_01
3043,Toyota -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2106374,-1735963,203195,167772,176560,179920,166299,185998,179603,182383,153883,140350,2121760,-1768185,187426,162599,186999,183500,179953,208102,173144,190481,153608,142373,171361,151967,153043,141273,207105,183342,173584,210134,171109,180838,135900,124717,151763,147465,141317,139804,194047,164102,167540,179137,152372,175720,280607,,158014,133370,1473449,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3044,Nissan -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134545,103024,102312,116384,114199,122530,129495,122668,113429,149784,120540,97220,124207,95389,104904,111562,122716,120439,114243,124305,99869,132560,106777,94449,105311,91790,94072,95118,883274,0,0,0,0,0,0,,96526,93376,81866,77828,782369,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3045,Honda -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143329,111308,113292,120842,135325,139125,127363,133547,132623,123369,106212,90247,134070,103197,115572,119046,140178,131409,118870,137551,115194,111623,92474,90202,119472,106957,105745,104391,151551,123428,117817,137928,118334,117738,88860,80808,119504,101948,100242,93915,149381,126289,123150,125649,117100,121938,180760,,116740,104334,1045495,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3046,Jeep -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83159,67285,68826,76924,86468,75583,83691,90545,84298,82337,64493,62767,88868,76689,73705,80268,77277,74412,71529,79652,71759,71584,55642,51523,63274,57489,55198,55231,68766,59588,57006,70203,59754,57983,45946,41910,53275,45415,36379,37464,46239,42277,44609,44419,39426,39469,61482,,39871,35047,399213,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3047,Hyundai -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60572,61201,61304,65399,70518,75002,67512,71006,62213,75310,53009,45011,63508,60007,60005,64015,72012,71013,67502,63610,68009,75019,52505,44505,64507,53672,50081,56010,70003,67011,67407,70907,66107,67005,49003,44005,63005,56005,53555,55102,66101,66005,65007,68358,63315,68306,96024,,59435,53487,590085,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3048,Subaru -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63177,51308,53760,54918,60418,52093,46598,50083,50380,49285,42011,41101,56274,46070,51629,53070,52697,50517,44335,49561,47241,49111,41358,40812,49923,45273,43012,41517,50246,45714,41367,44170,40083,44479,34909,33000,40172,36621,34483,31755,41061,35994,39235,39892,32943,36701,55826,,36653,28206,271582,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3049,Dodge -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36329,34075,41514,38942,44340,39918,44819,42837,43575,51149,41058,48302,46211,42955,49683,42550,42195,46559,43457,45268,44906,46049,42115,35347,46578,42108,41512,44020,49895,43118,50314,57923,53463,60575,84649,,47689,41506,45314,48576,52858,41986,49843,56407,53413,59885,98866,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3050,Ram -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53597,42511,49443,53792,44426,45110,41236,43613,45810,49990,40259,36064,48616,37952,44325,41644,43709,43978,36078,43598,40864,45023,65383,0,48628,40864,42499,38498,298650,0,0,0,0,0,0,,36028,31255,31264,28569,240727,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3051,GMC -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63415,49113,42668,43268,42440,51137,42985,43395,47159,44585,39530,36933,59941,43039,45478,47386,49363,48777,47051,50657,47194,41707,42433,35671,53038,43854,38540,38269,328152,0,-188821,188821,-104468,104468,0,,43120,35727,38841,29959,303254,0,-181320,181320,-104927,104927,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3052,Kia -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54353,52504,48977,49220,54248,59969,62572,62926,56508,58279,49737,38305,54241,45553,50044,49820,58897,56311,54137,62433,53282,58771,44030,38299,45587,44936,44694,40628,54667,52309,50644,60087,53676,54777,41218,37011,33631,45411,39754,38003,52025,49004,50536,52327,47556,49125,77807,,39178,41055,477366,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3053,Mercedes-Benz -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35871,32927,31383,32470,31556,31795,31558,32147,31825,31236,25210,26563,38249,32813,31751,31341,30634,29689,30486,32351,31937,32311,25291,26124,37297,318839,0,0,0,0,0,0,0,0,0,,35837,298507,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3054,Volkswagen -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37229,29672,24779,24112,29384,28758,23809,125205,-69314,26914,22321,20079,30956,23882,30387,26141,32332,31300,30436,144006,-79239,30025,25710,23504,34059,31724,30313,25996,35181,30553,28827,32163,30831,36717,27112,23494,34015,30727,28129,31920,40342,35779,36957,38013,33644,37704,60474,,44005,36728,357400,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3055,Mazda -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28754,22041,22711,24889,26109,27915,26188,28328,26195,23396,21543,19704,29294,22732,25451,25616,29938,27157,27225,29605,24123,32121,25650,20271,24808,21242,18798,23979,31305,29238,26208,29731,22434,34903,24342,18813,22964,20754,19738,22464,28106,24977,22497,24270,19894,32028,46254,,27251,21689,228104,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3056,BMW -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32835,26189,24017,25389,25531,25777,28855,29017,24951,30033,22498,18082,34625,32003,29439,26608,27755,26970,32176,31003,26952,34310,25201,18981,41526,31019,30602,25586,27214,26409,30201,29602,25202,32107,22017,18253,37389,31752,27574,23568,24523,24043,27074,25230,23225,27078,37824,,37399,31213,212848,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3057,Lexus -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41182,29050,24803,25801,30938,27890,25779,26682,24882,30198,23090,20933,41380,29340,26436,25294,33487,29816,26121,29671,25876,31054,22995,23131,39879,27472,23355,21852,32809,27333,23518,26921,23165,28593,18855,17637,34757,25611,22719,19522,29792,23031,21355,22229,18091,23190,33550,,30607,22719,190840,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3058,Chrysler -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16776,14518,14181,19346,18753,11026,24747,24276,22843,26236,17498,21772,24554,27275,25663,25220,24132,20831,30809,29802,27704,30038,28502,23393,30930,27243,27546,28781,29762,23455,24026,22592,21967,26140,25230,21113,20270,21024,23452,25251,28678,19978,27249,29070,27836,33905,45779,,25513,18766,263688,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3059,Audi -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23195,17118,17721,17617,19264,18364,18445,18728,17801,18392,11718,11850,20399,16700,17700,17340,18794,17654,18262,18428,16827,17102,11455,11541,19238,16640,15150,14917,17101,14616,16867,16601,15653,14246,10881,10101,17013,13636,13001,13065,14005,13064,13706,13228,13157,13253,20933,,14841,12067,112402,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3060,Buick -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21288,18530,20046,20922,21678,22960,16575,15625,17720,18207,17811,18269,20708,15960,18660,18341,22281,20791,17531,20062,18224,20526,17418,12553,20357,19143,18699,17466,22143,17683,21403,19957,19214,20428,19192,13278,15379,15072,17555,15623,24650,16393,18078,17982,17157,18007,29613,,16473,13289,150646,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3061,Infiniti -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18198,12112,11208,11413,10439,9945,11058,10828,10432,13775,10371,8514,15093,11694,11143,10220,10635,10433,9985,10474,9979,12525,11659,9658,12007,11398,9045,7837,9164,8538,8574,10376,9170,12494,9729,8998,13232,13152,9152,9040,11884,7762,9114,7899,7844,11103,16273,,12627,11897,95353,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3062,Cadillac -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21446,15326,13948,15368,16346,14341,14263,12099,11236,13053,11840,10740,20787,13390,15391,14908,15738,14154,13515,14408,15801,13756,11739,11680,16150,13148,13615,13829,16650,15241,13941,14688,13900,14765,13437,11386,18165,16172,14792,13828,20255,15652,13929,13808,13230,15751,26961,,18248,14517,117017,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3063,Acura -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17148,11616,12869,12813,14246,13674,11352,13561,16206,14852,12773,10250,16823,12244,16079,14704,15313,14915,15527,17042,14874,14670,12992,11982,17809,14857,15427,13832,15487,12480,11206,14675,14122,15580,11545,10823,15751,14559,14296,11648,17051,15150,13765,14364,13899,14100,20853,,16034,12246,127936,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3064,Lincoln -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12791,9429,9069,8797,9243,9098,8809,9807,9776,9689,8039,7177,10860,7918,8485,8680,8636,9536,8326,9174,8134,8695,6164,6619,9690,8113,8883,7257,8146,7863,7271,8845,6803,8969,6661,5973,7984,6727,7131,6453,8192,6919,7469,7305,7615,6825,9074,,7384,5734,69032,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3065,Mitsubishi -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7383,6896,7637,7191,7336,7890,8023,9025,9674,11078,7870,6264,7887,6772,7426,7556,8289,7868,7963,9575,8216,9764,7533,6493,6545,6534,6199,5558,6786,6349,6021,7269,6542,8996,5977,4867,6423,6071,4752,4001,5281,5230,5297,4715,4461,5286,10710,,4113,3574,50103,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3066,Land Rover -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8279,5659,5532,5637,6031,6075,5705,4950,5188,8733,6417,5655,8441,6539,7199,5855,5225,5011,4643,5382,5311,6778,4917,5281,5754,3644,3643,3106,4489,4643,4038,4536,4533,4399,4006,4674,5764,4601,4286,3387,4938,4050,3468,3554,3543,4314,8105,,5174,3687,34803,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3067,Porsche -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015,5513,4506,4479,5181,3878,4482,4578,5410,4323,3561,4354,3936,4450,4070,4424,5008,4730,4223,4268,5217,4291,3202,3937,3275,4699,3667,3607,4540,4301,4101,4610,4071,3808,3232,3096,3246,3966,3562,3093,3327,3820,3700,3928,4032,3486,6163,,2952,3865,28226,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3068,Volvo -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10129,7723,6340,5640,7654,8718,8454,5536,6169,6857,5260,4244,9342,6902,7422,5527,5869,5619,5985,5023,4636,5916,4012,3794,4920,3623,3972,4667,4960,4894,5983,5014,4635,5915,3991,3792,4888,4233,3919,4188,5518,5909,6678,6329,4464,5365,9742,,6150,6141,55826,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3069,Mini -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4658,4507,3954,4024,4969,4774,4914,4595,4796,4762,2839,3238,5009,4444,4087,4414,5109,5191,6174,5833,5476,5829,3720,3228,6615,5009,5300,4219,5006,5811,5376,5729,4390,3655,2459,2543,6592,4575,5700,5306,6023,5950,6571,5944,5786,6071,7984,,6456,5248,54419,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3070,Jaguar -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4294,3381,3219,2662,3298,3398,2743,2164,1087,2133,1512,1352,1197,1065,988,995,1143,1242,1217,1204,1079,1660,1410,1266,1683,1253,1007,1142,1184,1187,1263,1304,1035,1816,1552,1347,1544,1446,1515,1313,1723,1613,1637,1435,1141,1408,2177,,1049,713,10249,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3071,Tesla -Brand †,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47184,-35384,35384,-27600,5100,6000,1200,3500,2500,5200,2400,1700,25410,-19816,19816,-15300,1600,4750,-150,2300,1900,2000,2900,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3072,Fiat -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2606,2415,2622,3021,2732,1611,2544,3137,3045,3422,3208,2379,5619,2826,3464,4418,3477,1320,3137,3867,3756,4494,3289,3255,3784,3111,3725,3360,3362,3807,4478,4771,4298,4738,3465,3222,3745,3075,3674,3157,4190,3783,4050,4051,3899,3807,5805,,3707,3603,36462,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3073,Genesis -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733,1306,1201,1211,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3074,Maserati -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696,1378,1304,1185,958,814,938,945,1066,997,728,525,1068,1084,1164,871,1245,957,974,1341,1060,996,481,452,1412,1203,1203,1318,1233,1132,966,1144,964,963,838,567,1053,887,587,379,326,267,290,226,204,218,331,,333,208,2189,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3075,Smart -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186,563,418,605,353,493,2593,0,0,0,-399,399,669,662,721,750,617,441,3624,0,0,0,0,0,0,0,0,0,0,-4647,4647,0,0,0,0,,0,0,0,0,0,-4459,4459,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3076,Ferrari -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,179,150,212,249,179,212,227,217,205,170,141,259,96,194,134,209,289,177,209,195,203,119,174,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3077,Bentley -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,387,312,283,399,165,144,112,110,119,62,81,581,188,121,111,228,208,223,244,242,248,196,96,412,323,282,236,241,201,216,233,209,267,191,192,442,323,340,253,239,193,204,189,207,206,368,,237,212,1866,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3078,Rolls-Royce -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,81,71,78,66,75,79,73,79,75,77,70,65,74,65,70,64,73,77,72,70,71,72,67,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3079,Alfa Romeo -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,23,23,43,37,29,309,0,0,0,-68,68,56,34,58,60,97,34,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3080,Lamborghini -Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,76,63,77,124,43,123,94,89,102,85,66,79,64,65,76,137,44,82,92,97,93,93,87,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3081,GENERAL MOTORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319108,252644,2471023,-1962602,1962602,0,0,0,0,0,-203745,203745,290230,229296,2562840,-2048537,2048537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3082,FORD MOTOR COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237785,196441,2164985,-1773849,1773849,0,0,0,0,0,-172478,172478,237606,186889,2178587,-1744213,1744213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3083,FIAT CHRYSLER AUTOMOBILES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194472,162384,1902391,0,0,0,0,0,0,0,-172018,172018,215251,188911,1862666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3084,TOYOTA MOTOR CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243271,197645,2008714,-1625158,1625158,0,0,0,0,0,-161283,161283,238352,189517,2071450,-1673002,1673002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3085,NISSAN/MITSUBISHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,-111998,111998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3086,AMERICAN HONDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160477,122924,1354541,-1094725,1094725,0,0,0,0,0,-100497,100497,150893,115441,1320217,-1054816,1054816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3087,HYUNDAI-KIA AUTOMOTIVE GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116658,115011,1190934,-963622,963622,0,0,0,0,0,-83316,83316,117749,105560,1164219,-940335,940335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3088,VOLKSWAGEN GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64945,52766,473352,-379403,379403,0,0,0,0,0,-36450,36450,55951,45284,505858,-405423,405423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3089,DAIMLER AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37057,33490,310205,-245329,245329,0,0,0,0,0,-26962,26962,38918,33475,308068,-243505,243505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3090,BMW GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37590,30777,297758,-240225,240225,0,0,0,0,0,-21390,21390,39699,36521,329157,-264474,264474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3091,JAGUAR-LAND ROVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12573,9040,83491,0,0,0,0,0,0,0,-7007,7007,9638,7604,67806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3092,Overall Market °,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694722,1379426,1369346,1438018,1514173,1517485,1516190,1532501,1506578,1597909,1339984,1151623,1638870,1331172,1456877,1443714,1566272,1523071,1474527,1635490,1455339,1546461,1257819,1151623,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3093,Toyota Corolla iM *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17727,0,0,0,0,0,0,0,0,0,0,0,5099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3094,Volkswagen Golf SportWagen/Alltrack *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15559,0,0,0,0,0,0,0,0,0,0,0,14009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3095,Mercedes-Benz E-Class/CLS-Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50896,0,0,0,0,0,0,0,0,0,0,0,55888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3096,Mini Cooper Coupe *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,3,3,0,0,0,0,5,1,2,14,155,25,51,48,159,-51,29,22,51,34,24,157,94,84,512,-342,80,262,-84,84,117,91,91,660,275,222,1084,-613,168,445,,,-2702,149,2553,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3097,Mini Cooper Roadster *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-63,68,-4,1,0,0,1,1,1,0,4,3,-221,1317,-751,78,123,136,144,124,81,65,95,71,69,205,123,150,127,175,126,143,95,58,134,109,145,363,201,238,377,301,283,309,346,,-2098,196,1902,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3098,Cadillac Escalade EXT *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,49,-44,2,8,9,25,66,95,137,152,181,182,1159,-773,199,211,363,,256,156,1522,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3099,Toyota Yaris iA *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27983,0,0,0,0,0,0,0,0,0,0,0,7605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3100,Mercedes-Benz Sprinter/Metris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34304,0,0,0,0,0,0,0,0,-4168,4168,0,29889,0,0,0,0,0,0,0,0,-3180,1675,1505,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3101,Mercedes-Benz GLS-Class GL-Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30442,0,0,0,0,0,0,0,0,0,0,0,27707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3102,Hyundai Genesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23230,-22244,22244,0,0,0,0,0,0,0,0,0,31374,-26443,26443,0,0,0,0,0,0,0,0,0,0,0,-22313,22313,0,0,-10937,3437,2264,2170,1607,1459,0,0,-25117,25117,0,0,-13464,2767,2584,3124,4989,,2397,2385,2175,2669,2262,3103,3374,3828,3548,3429,4803,,,2702,2602,3000,3253,3517,3149,2769,2648,2664,2441,1783
3103,Toyota Prius C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20452,-17436,17436,0,0,0,0,0,0,0,0,0,38484,-33022,33022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3104,Toyota Prius V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14840,-12409,12409,0,0,0,0,0,0,0,0,0,28290,-24607,24607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3105,Volvo S60 CC *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
3106,Volvo V60 CC *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2725,0,0,0,0,0,0,0,0,0,0,0,2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
